Assigned report section,Catalogue Item ID,Existing visualization?,Exists?,Figure IDs,Figure renderable?,Fold,Frozen source,Integrity status,Model,New inference required?,Notes,Phase,Public / Private,Report placement,Result / Artifact type,Scientific content,Table IDs,Table renderable?,Visualization status
SEC-RESULTS-WHY,RES-P9-GAM-ALPHA-FOLD4-SPICULATION,False,True,RPT-F11,True,4,repo://artifacts/baseline_v2/audit/p9/learned_alpha.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,learned_alpha,Fold-level learned expert mixture weights,RPT-T16,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHY,RES-P9-GAM-ALPHA-FOLD4-TEXTURE,False,True,RPT-F11,True,4,repo://artifacts/baseline_v2/audit/p9/learned_alpha.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,learned_alpha,Fold-level learned expert mixture weights,RPT-T16,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD0-MALIGNANCY,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD1-MALIGNANCY,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD2-MALIGNANCY,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD3-MALIGNANCY,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-FOLD4-MALIGNANCY,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-BLACKBOX-POOLED-MALIGNANCY,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-MALIGNANCY,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SUBTLETY,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-INTERNALSTRUCTURE,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-CALCIFICATION,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SPHERICITY,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-MARGIN,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-LOBULATION,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SPICULATION,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-TEXTURE,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-MALIGNANCY,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SUBTLETY,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-INTERNALSTRUCTURE,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-CALCIFICATION,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SPHERICITY,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-MARGIN,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-LOBULATION,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SPICULATION,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-TEXTURE,False,True,RPT-F07,True,1,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-MALIGNANCY,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-SUBTLETY,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-INTERNALSTRUCTURE,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-CALCIFICATION,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-SPHERICITY,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-MARGIN,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-LOBULATION,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-SPICULATION,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-TEXTURE,False,True,RPT-F07,True,2,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-MALIGNANCY,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-SUBTLETY,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-INTERNALSTRUCTURE,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-CALCIFICATION,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-SPHERICITY,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-MARGIN,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-LOBULATION,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-SPICULATION,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD3-TEXTURE,False,True,RPT-F07,True,3,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-MALIGNANCY,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-SUBTLETY,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-INTERNALSTRUCTURE,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-CALCIFICATION,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-SPHERICITY,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-MARGIN,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-LOBULATION,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-SPICULATION,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD4-TEXTURE,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-MALIGNANCY,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-SUBTLETY,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-INTERNALSTRUCTURE,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-CALCIFICATION,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-SPHERICITY,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-MARGIN,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-LOBULATION,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-SPICULATION,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-POOLED-TEXTURE,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-MALIGNANCY,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-SUBTLETY,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-INTERNALSTRUCTURE,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-CALCIFICATION,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-SPHERICITY,False,True,RPT-F07,True,0,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
